,resource,response,response_lower,response_upper
0,100.0,0.5622818749999999,0.4828056962496379,0.641758053750362
1,113.0,0.5687465962499999,0.4914111972283505,0.6460819952716494
2,127.0,0.57570860375,0.5006786598208104,0.6507385476791896
3,143.0,0.58366518375,0.5112700456407644,0.6560603218592356
4,162.0,0.5931136225,0.5238473163019599,0.6623799286980401
5,183.0,0.60355663375,0.5377485101906496,0.6693647573093504
6,206.0,0.61629154,0.5543962152928392,0.6781868647071607
7,232.0,0.621076255,0.5604105424425314,0.6817419675574685
8,262.0,0.62659708,0.5673501506921762,0.6858440093078236
9,295.0,0.6326699874999999,0.5749837197667855,0.6903562552332143
10,333.0,0.6481994075,0.5950119383086043,0.7013868766913957
11,376.0,0.6533587983333333,0.6017810831371573,0.7049365135295094
12,424.0,0.6625315549999999,0.603807566851595,0.721255543148405
13,478.0,0.6675008037500001,0.6100464968335494,0.7249551106664506
14,539.0,0.6731142143750001,0.6170941769983498,0.7291342517516501
15,608.0,0.672556799,0.6265087884673852,0.7186048095326149
16,686.0,0.6841252109999999,0.6276002841276614,0.7406501378723386
17,774.0,0.7020598035714285,0.6580315175659102,0.7460880895769468
18,873.0,0.7167316714062499,0.6744513987881442,0.7590119440243557
19,985.0,0.7260553548611111,0.6867526370729998,0.7653580726492223
20,1111.0,0.73961726625,0.7036778741155373,0.7755566583844627
21,1253.0,0.74372717,0.7081693372857945,0.7792850027142055
22,1413.0,0.7499382932142857,0.7032585504093151,0.7966180360192563
23,1594.0,0.7571944853333333,0.7134804913386594,0.800908479328007
24,1798.0,0.7657475113235294,0.7232796419969058,0.8082153806501531
25,2028.0,0.7714185405263159,0.7296084244167448,0.8132286566358868
26,2288.0,0.7752928942857142,0.7338392540358203,0.8167465345356083
27,2580.0,0.7794005399999999,0.7428836281867548,0.8159174518132453
28,2910.0,0.7832018924999999,0.7497829407628932,0.8166208442371069
29,3283.0,0.78749857275,0.7575812546747103,0.8174158908252898
30,3703.0,0.7925953892105262,0.7678905054519032,0.8173002729691495
31,4176.0,0.7965720028571428,0.7733590668758721,0.8197849388384135
32,4711.0,0.7995885395652174,0.7755511112626232,0.8236259678678117
33,5313.0,0.8018103205555555,0.7776601424935192,0.8259604986175919
34,5993.0,0.8029948764942528,0.7646305226101797,0.8413592303783262
