,resource,response,response_lower,response_upper
0,1,0.880764069015371,0.8713891922068261,0.8901389458239161
1,2,0.9119188628636472,0.9096484244505278,0.9141893012767666
2,3,0.9238930313855317,0.9209632454108524,0.9268228173602111
3,4,0.9271025398781368,0.926562771111184,0.9276423086450899
4,5,0.9288031782016196,0.9287272934257754,0.928879062977464
5,6,0.9294561432484066,0.9294373092280878,0.9294749772687257
6,7,0.9296219331041149,0.929403637942436,0.9298402282657939
7,8,0.9310213645497227,0.9310213645497227,0.9310213645497227
8,9,0.9320288497062381,0.931808846110178,0.9322488533022982
9,10,0.9320774286550848,0.9320774286550848,0.9320774286550848
10,11,0.948921217542172,0.948921217542172,0.948921217542172
11,12,0.948921217542172,0.948921217542172,0.948921217542172
12,13,0.948921217542172,0.948921217542172,0.948921217542172
13,15,0.948921217542172,0.948921217542172,0.948921217542172
14,31,0.948921217542172,0.948921217542172,0.948921217542172
15,41,0.948921217542172,0.948921217542172,0.948921217542172
16,50,0.948921217542172,0.948921217542172,0.948921217542172
17,60,0.948921217542172,0.948921217542172,0.948921217542172
18,73,0.948921217542172,0.948921217542172,0.948921217542172
19,80,0.948921217542172,0.948921217542172,0.948921217542172
20,142,0.948921217542172,0.948921217542172,0.948921217542172
21,156,0.948921217542172,0.948921217542172,0.948921217542172
22,207,0.948921217542172,0.948921217542172,0.948921217542172
23,302,0.948921217542172,0.948921217542172,0.948921217542172
24,401,0.948921217542172,0.948921217542172,0.948921217542172
25,707,0.948921217542172,0.948921217542172,0.948921217542172
26,940,0.948921217542172,0.948921217542172,0.948921217542172
27,1033,0.948921217542172,0.948921217542172,0.948921217542172
28,1135,0.948921217542172,0.948921217542172,0.948921217542172
29,1248,0.948921217542172,0.948921217542172,0.948921217542172
30,1508,0.948921217542172,0.948921217542172,0.948921217542172
31,2003,0.948921217542172,0.948921217542172,0.948921217542172
32,5160,0.948921217542172,0.948921217542172,0.948921217542172
33,6235,0.948921217542172,0.948921217542172,0.948921217542172
34,8282,0.948921217542172,0.948921217542172,0.948921217542172
35,9104,0.948921217542172,0.948921217542172,0.948921217542172
36,10007,0.948921217542172,0.948921217542172,0.948921217542172
37,11001,0.948921217542172,0.948921217542172,0.948921217542172
38,12093,0.948921217542172,0.948921217542172,0.948921217542172
39,13293,0.948921217542172,0.948921217542172,0.948921217542172
40,14612,0.948921217542172,0.948921217542172,0.948921217542172
